msg,label
"There was a recent discussion of Dungeons and Dragons and other role
playing games.  Since there is a lot of crossover between gamers and
science fiction and fantasy fans, I will mention that I am the editor
and publisher of RADIO FREE THULCANRA, a Christian-oriented science
fiction fanzine.  It is not a Christian magazine with a special
interest in science fiction.  It is a science fiction fanzine with a
special interest in Christianity.  Gaming is not a major topic of
discussion but it has come up in some letters.  (No, there are no
arguments about whether D&D is satanic.  People who think it is are
not likely to be reading RFT.)  Anyway, I am now working on the April
issue.  I will send a sample copy to any reader of
soc.religion.christian who requests it.  It is printed on paper, so
requests should include a snail-mail address.
-------
Marty Helgesen
Bitnet: mnhcc@cunyvm   Internet: mnhcc@cunyvm.cuny.edu",soc.religion.christian
"-> The current 4.9l V-8 will soldier on for about two years.  A version
-> of the 32 valve modular V-8 in the Mark VIII could be offered then.

How unfortunate for anyone who loves the simplicity with which 302 and
351 Fords and 305 and 350 Chevys can be built up. Still, it will provide
a needed punch for the Ford to stay up with the new Firebird/Camaros. It
wouldn't surprise me if Ford called the engine a 5.0 litre in the
Mustang. (We all know that the current 5.0 is really 4.9 litres anyway)

-> Undisguised, the car looks OK, but not nearly as exciting as the new
-> Camaro/Firebird, IMO.

I must agree. I don't think I've seen anything as impressive looking as
the new Firebird since my friend back home sold his 1970 Formula 400
Firebird (for a paltry $2000, without even telling me. The bastard.)",talk.politics.guns
"I don't know what Traders is claiming, but it appears to me that
the Oakland Tribune has censored gun ads in the past.  Likewise
for the San Francisco Chronicle, and I have never seen a gun
ad in the San Francisco Examiner.

Specifically, about a year ago on Thursdays, when Traders placed
its ads, the Chron. ad would not have any graphics representing
any handgun sale, though text could list it.  The Trib. would
run a graphic of a handgun.  The Examiner would not have a Traders
ad at all.

Over the past year while Oakland politicians have made a lot of noise
about measures to fight crime the Trib stopped taking the Traders
ad, then started publishing it, but without any handgun graphic, then
stopped, then started.  Since the Trib. was sold some months ago it
has not had the Traders ad.  During one of these non-ad interludes
a Traders employee told me that the Trib. had refused to take their
ads.

Yes, the usual Chron. Thursday ad was there today, with graphics
representing rifles, safes, etc. as usual.",misc.forsale
" (good point about registration schemes being used only for harassment deleted)

 I would also like to point out that this is receiving stolen property and is 
no different than a pawn shop owner doing the same thing. 
 ",misc.forsale
"Does anyone out there use a SIGMA designs VIDEO/SOUND card ?
The model is called WIN-STORM-PC  .
They also have one model the  Legend-24lx

Any info on these like performance and compatibility,
or even problems encountered will be appreciated.",rec.autos
"Excerpts from netnews.talk.politics.guns: 18-Apr-93 2ND AMENDMENT DEAD -
GOOD ! by jrm@gnv.ifas.ufl.edu 

excerpted from a letter I wrote a while ago:

     Although less apparent to those who have not researched
the facts, personal protection is as legitimate a reason  as
sport for the private citizen to own a gun.  The most recent
research  is  that  of Dr. Gary Kleck of the  Florida  State
University  School of Criminology.1  He found that  handguns
are  more  often  used by victims to defeat  crime  than  by
criminals to commit it (645,000 vs. 580,000 respectively  in
this  study).  These figures are even more encouraging  when
you  consider the number of crimes that never occur  because
of  the  presence  of a gun in the hands  of  a  law-abiding
private  citizen.  In a National Institute of Justice  study
of  ten state prisons across the country they found that 39%
of  the  felons  surveyed had aborted  at  least  one  crime
because  they believed that the intended victim was  armed.,
and  57% agreed that ""most criminals are more worried  about
meeting an armed victim than they are about running into the
police.""2
     One  of the most heinous of crimes is that against  the
women  of  this country.  It has been my recent  observation
that  more  women  are purchasing handguns  for  defense  in
response  to  the  present danger of these  assaults.   This
should be taken as encouraging news if the events of Orlando
Florida  are any indicator.  In the late 1960's  the  female
populace was plagued with a series of brutal assaults;  just
the  publicity of the record number of women buying guns and
obtaining training resulted in an 88% decrease in  rape  for
that  area,  the  only city of its size in  the  country  to
experience a decrease of crime for that year.  Additionally,
a 1979 US Justice Department study of 32,000 attempted rapes
showed  that overall, when rape is attempted, the completion
rate  is 36%. But when a woman defends herself with  a  gun,
the completion rate drops to 3%.
 
1 G Kleck, Point Blank: Guns and Violence in America Aldine
de Gruyter, NY, 1991
2 JD Wright & PH Rossi Armed and Considered Dangerous:  A
Survey of Felons and Their Firearms, Aldine de Gruyter, NY,
1986
-------

__________________________________________________________________________
[unlike cats] dogs NEVER scratch you when you wash them. They just
become very sad and try to figure out what they did wrong. -Dave Barry",misc.forsale
"Hi,

I found what I believe is an undocumented feature in my windows directory,
Microsoft Diagnostics, ver 2.00. I am specifically interested in a more
in depth explanation of the legends in the memory mapping report.

Thanks.",rec.autos
"
I knew that Cutie would sell us out.  Full-blooded Democrat, he is :-)

Seriously folks, if it can happen here (remember?  we all got gun racks on
our 4x4s), it can happen anywhere.  Now to get that letter ready.  `Dear 
Cutie, as one who didn't vote for you, I can sincerely say I am unhappy...'



Those who know what's best for us
Must try to save us from ourselves
-- RUSH
--------------------------------------------------------------------------------",misc.forsale
"

hmmmm.. not sure, since no such beast exists.. i can tell you another
though..  you won't catch me dead in a GMC Syclone or Typhoon either,
1000 bhp or not.. not even the fact that Clint Eastwood has one.  just
my taste,  no rational reasons for it.


CAR just tested the S4 wagon with 5 banger and 6 speed manual.  Rave
review except for Servotronic..  Audi is trying to recoup the
development costs for the V8, and since the V8 is not selling well,
they are sticking it into the 100 series cars.. Neat marketing trick,
eh?  yeah, a 100 V8-32v wouldn't be a bad idea as competition for the
upcoming bimmer 530/540i would it?  maybe they can use a 3.6 liter
version to avoid conflicts with the v8 model.. then strip off all the
luxo-garbage.  let the S4 remain with the flared arches and fat tires
to go fight with the M5.... maybe turn up the boost a wee bit to bump
bhp up to say 450 or so.. :-) while keeping the 100 V8 with mercedes
500E style subtlety.

blah blah blah....
",talk.politics.guns
"I edited a few newsgroup from that line (don't like to crosspost THAT
much).  I can't compare the two, but I recently got an HP DeskJet 500.

I'm very pleased with the output (remember that I'm used to imagens,
laser and postscript printers at school -- looks very good.  You have
to be careful to let it dry before touching it, as it will smudge.

The deskjet is SLOW.  This is in comparison to the other printers I
mentioned.  I have no idea how the bubblejet compares.

The interface between Win3.1 and the printer is just dandy, I've not
had any problems with it.

Hope that helps some.

--Cindy

--
Cindy Tittle Moore",rec.autos
"AIRLINE TICKET 

                        ATA TO CINCINNATI

I have a friend who has one ticket from ATLANTA to CIN, OH.  It is one seat
in economy class on Delta.  The ticket is the return half of a round trip.
It is currently in a woman's name.  She does not need to fly back.  Need to
sell the ticket.  Flyer would go standby because ticket is dated. Asking $90.

I am posting this for my friend.  Please do not email responses to me.
Instead contact Rick at 513-271-4169.",comp.os.ms-windows.misc
"Correction:

  |The story I related is one of the seven apparitions
  |approved by our Church as worthy of belief.  It happened
  |in La Salle, France.
  ^^^^^^^^^^^^^^^^^^^

That should be La Salette, France, 1846.
I must admit, geography is not my forte.

  |[...]

  |Once again, the Lamb succeeds.",soc.religion.christian
"Hmmm... I hadn't heard about rockets. ATF must be escalating their
tall tails... anyway

Why should they have ""done something""? The Davidians had not attacked
or even threatened anyone.


It is not yours nor the governments right to tell others what they have
a legitimate right to own.


Is child abuse now within the jurisdiction of the department of the
treasury? Attacking citizens without due process on the strength of
unsubstantiated rumors about a violation of a law which does not
fall under your jurisdiction is a pretty serious breech of rights.


If he gets any more done we will really be in trouble!",misc.forsale
"	* The Government
	* Liberals
	* BATF, FBI, DEA, etc.  (see #1)

	Well...
		contributions == taxes
		abortion == elimination of fetal tissue
		Clinton == president
		faggot == spouse
	It could happen...

	Hydrogen Bomb, perhaps.
	
	Yep.

	Yep.


",misc.forsale
"
[stuff deleted for brevity]


Your very starting point is wrong.  Christianity is not based on following
a moral standard.  ""For it is by grace you have been saved, through faith...
NOT BY WORKS so that no man may boast.""  (Eph. 2:7-8)  You say that
you know the Bible well, and can recognize (do you mean recite?) many
passages from memory.  That could very well be so.  However, it looks like
there are a few more passages that you should pay attention to.  (Titus 3:5
and James 2:10 are among them.)

Obedience to the moral law is imporant.  However, it is supposed to be the
result of turning your life over to Christ and becoming a Christian.  It is
by no means the starting point.
",soc.religion.christian
"
I would like to see his reasoning behind this.  You may have gotten 
""burned"" by natural disaster prophecies down there, but that
does not mean that every natural disaster/judgement prophecy is
false.  Take a quick look at the book of Jeremiah and it is obvious
that judgement prophecies can be valid.  here in the US, it seems like
we might have more of a problem with positive prophecies, though I
am sure there may be a few people who are too into judgement.

Sometimes God does give words that are difficult to swallow.  The
relative positiveness of a prophecy is not necesarily grounds to
dismiss it.  Much of the OT is not happy stuff.",soc.religion.christian
"
think again!!  thanks to 60 minutes (tick tick tick), used 200
quattros are bargains.. '89s go for about $15K, '90s go for perhaps 1
or 2K more, the 20 valve 91's are quite a bit more because of an
enormous hp and torque gain.. i think they go for about $23 to $25K if
you can find one.  i have seen quite a lot of '89-'90 200 quattros (not
that many wagons though) at the dealer lot.. they use very high
quality paint and the entire car is zinc galvanized, so it will never
rust.

in short, typically a 4 yr old 200 looks no more older than a 1 year
old and the 5 bangers are bullet proof engines.  200K out of one is
not rare, even for a turbo, which is watercooled for the 200s.  then
there are aftermarket chips that you can buy to bump up turbo boost...

if you are into luxo-gizmos.. the cars are loaded with just about
everything too..

the price of parts is a different story though...
",talk.politics.guns
"I have a brand new low density 5.25"" floppy drive for MAC.
It comes with a brand new Apple Macintosh II PC drive card, so 
that you can hook the drive up to the card.
It allows you to use DOS formatted disks.
I am selling it for $90 (abt 1/3 retail price).

Ailin
803-654-8817",comp.os.ms-windows.misc
,talk.politics.guns
"After hearing endless debate (READ: name-calling) over which os is better, dos
and windows or OS/2 and finally having enought resourses to play with a couple
of different operating systems, I have decided to put the two products to a
head to head test, as so many fellow newsposters have suggested.  I have, 
however, no desire whatsoever to use a version of os/2 which wont REALLY
do what it says (i.e. run windows apps)  OS/2 2.0-2.1 will not run windows
apps in 386 enhansed mode, something that most larger windows apps require, but
OS/2 2.2, which is supposed to be in beta test, is supposed to.  I have heard
that os/2 2.2 beta is available via ftp, and I was wondering if anyone knew
where to obtain a copy.  I would appreciate any information, as I would like, 
once and for all, to establish for myself which is the best os for my needs.",rec.autos
"
There is no law prohibiting having biological weapons or nerve gas
on his/her property, or even walking on government property with such
items: ipso facto it is now one's _RIGHT_ to have such weapons of
""mass destruction.""

Hell, the U.S. patent office has patents on the manufacture of nerve
gas that anyone can obtain simply by sending a $1.50 to the Patent
Office in Washington, D.C. (P.O. Box 8). These same patents are
verboten to English citizens from their own patent office, which doesn't
surprise me based on the mistrust of the UK government against private
ownership of semi-automatic rifles.
",misc.forsale
"Sorry,  forgot to add its a Jap.  import
Andy
",comp.os.ms-windows.misc
"The European version is called 200 SX and have a 1.8 liter engine with
turbo and have more power than the US version ( 169 HP ); it goes from
0 to 100 Km/h in 7.5 sec and have a top speed of 225 Km/h ( 140 miles/h ).
I just purchased one ( new ) and I am looking for a repair book. I could
not find one in FRANCE and GERMANY; does anybody knows where to find one ?
Is there one in the UK ?
Probabaly no use to look in the US as the 240 SX have here a different motor.
I am very pleased with the car and have no problem with it; but like to have
good technical documentation about the car I own.",talk.politics.guns
"
 
                                                      cheek.
",talk.politics.guns
"

One can feel physical pain by having a body, which, if you know the
doctrine of the resurrection of the body, is what people will have after
the great judgement.  ""We look for the resurrection of the dead, and the
life of the world to come.""  - Nicene-Constantinopolitan Creed.  You
will have both body and soul in hell - eventually.",soc.religion.christian
"Greetings!

                Sorry for the typos.
                clipper hooks.
                                                      Al
",comp.os.ms-windows.misc
"
   Jung may have said that, but he was in no way speaking for the
Catholic Church.  The dogma of the Assumption in no way means Mary is
considered to be God or part of ""the Godhead.""  Therefore it implies no
such thing about the feminine in general.

   Also Jung's statement makes it sound as though the dogma was
announced ""out of the blue.""  This also is incorrect, as dogma is only
the formulation of what has always been part of Tradition.  This dogma
has always been believed, but was not formally defined until the
Assumption was declared as an _ex cathedra_ statement.",soc.religion.christian
